observation_id,sheet,genotype,elapsed_hours,length,source_cell,source_row,source_column
cR:T14,cR,EMS57,36,7.844,T14,14,20
cR:T15,cR,EMS57,36,7.536,T15,15,20
cR:T16,cR,EMS57,36,8.159,T16,16,20
cR:U3,cR,phyAB,36,10.255,U3,3,21
cR:U4,cR,phyAB,36,12.402,U4,4,21
cR:U5,cR,phyAB,36,11.172,U5,5,21
cR:U6,cR,phyAB,36,9.415,U6,6,21
cR:U7,cR,phyAB,36,10.535,U7,7,21
cR:U8,cR,phyAB,36,10.754,U8,8,21
cR:U9,cR,phyAB,36,10.377,U9,9,21
cR:U10,cR,phyAB,36,10.561,U10,10,21
cR:U11,cR,phyAB,36,9.841,U11,11,21
cR:U12,cR,phyAB,36,10.053,U12,12,21
cR:U13,cR,phyAB,36,11.18,U13,13,21
cR:U14,cR,phyAB,36,11.524,U14,14,21
cR:U15,cR,phyAB,36,10.672,U15,15,21
cR:U16,cR,phyAB,36,10.716,U16,16,21
cR:U17,cR,phyAB,36,10.084,U17,17,21
cR:U18,cR,phyAB,36,9.474,U18,18,21
cR:U19,cR,phyAB,36,10.533,U19,19,21
cR:U20,cR,phyAB,36,11.042,U20,20,21
cR:U21,cR,phyAB,36,11.236,U21,21,21
cR:U22,cR,phyAB,36,9.367,U22,22,21
cR:U23,cR,phyAB,36,11.539,U23,23,21
cR:U24,cR,phyAB,36,9.474,U24,24,21
cR:U25,cR,phyAB,36,11.242,U25,25,21
cR:U26,cR,phyAB,36,9.566,U26,26,21
cR:U27,cR,phyAB,36,10.985,U27,27,21
cR:U28,cR,phyAB,36,11.088,U28,28,21
cR:V3,cR,Col-0,48,4.751,V3,3,22
cR:V4,cR,Col-0,48,6.029,V4,4,22
cR:V5,cR,Col-0,48,4.999,V5,5,22
cR:V6,cR,Col-0,48,5.51,V6,6,22
cR:V7,cR,Col-0,48,5.548,V7,7,22
cR:V8,cR,Col-0,48,5.179,V8,8,22
cR:V9,cR,Col-0,48,5.039,V9,9,22
cR:V10,cR,Col-0,48,5.23,V10,10,22
cR:V11,cR,Col-0,48,5.643,V11,11,22
cR:V12,cR,Col-0,48,5.842,V12,12,22
cR:V13,cR,Col-0,48,4.908,V13,13,22
cR:V14,cR,Col-0,48,5.286,V14,14,22
cR:V15,cR,Col-0,48,5.391,V15,15,22
cR:V16,cR,Col-0,48,5.72,V16,16,22
cR:V17,cR,Col-0,48,5.415,V17,17,22
cR:V18,cR,Col-0,48,6.265,V18,18,22
cR:V19,cR,Col-0,48,4.946,V19,19,22
cR:V20,cR,Col-0,48,6.3,V20,20,22
cR:V21,cR,Col-0,48,6.337,V21,21,22
cR:V22,cR,Col-0,48,5.19,V22,22,22
cR:V23,cR,Col-0,48,6.003,V23,23,22
cR:V24,cR,Col-0,48,5.895,V24,24,22
cR:V25,cR,Col-0,48,5.87,V25,25,22
cR:V26,cR,Col-0,48,5.763,V26,26,22
cR:V27,cR,Col-0,48,5.287,V27,27,22
cR:V28,cR,Col-0,48,6.21,V28,28,22
cR:W3,cR,hy5,48,8.592,W3,3,23
cR:W4,cR,hy5,48,9.815,W4,4,23
cR:W5,cR,hy5,48,8.266,W5,5,23
cR:W6,cR,hy5,48,8.433,W6,6,23
cR:W7,cR,hy5,48,10.685,W7,7,23
cR:W8,cR,hy5,48,10.662,W8,8,23
cR:W9,cR,hy5,48,9.383,W9,9,23
cR:W10,cR,hy5,48,10.649,W10,10,23
cR:W11,cR,hy5,48,9.398,W11,11,23
cR:W12,cR,hy5,48,10.438,W12,12,23
cR:W13,cR,hy5,48,10.782,W13,13,23
cR:W14,cR,hy5,48,10.163,W14,14,23
cR:W15,cR,hy5,48,9.621,W15,15,23
cR:W16,cR,hy5,48,10.008,W16,16,23
cR:W17,cR,hy5,48,11.451,W17,17,23
cR:W18,cR,hy5,48,10.482,W18,18,23
cR:W19,cR,hy5,48,8.848,W19,19,23
cR:W20,cR,hy5,48,9.684,W20,20,23
cR:W21,cR,hy5,48,10.042,W21,21,23
cR:W22,cR,hy5,48,8.554,W22,22,23
cR:W23,cR,hy5,48,9.969,W23,23,23
cR:W24,cR,hy5,48,11.464,W24,24,23
cR:W25,cR,hy5,48,10.895,W25,25,23
cR:W26,cR,hy5,48,9.948,W26,26,23
cR:W27,cR,hy5,48,10.446,W27,27,23
cR:W28,cR,hy5,48,12.816,W28,28,23
cR:X3,cR,MLB,48,4.357,X3,3,24
cR:X4,cR,MLB,48,4.394,X4,4,24
cR:X5,cR,MLB,48,6.472,X5,5,24
cR:X6,cR,MLB,48,6.73,X6,6,24
cR:X7,cR,MLB,48,5.471,X7,7,24
cR:X8,cR,MLB,48,4.189,X8,8,24
cR:X9,cR,MLB,48,5.34,X9,9,24
cR:X10,cR,MLB,48,6.454,X10,10,24
cR:X11,cR,MLB,48,5.675,X11,11,24
cR:X12,cR,MLB,48,6.329,X12,12,24
cR:X13,cR,MLB,48,6.865,X13,13,24
cR:X14,cR,MLB,48,5.887,X14,14,24
cR:X16,cR,MLB,48,6.424,X16,16,24
cR:X18,cR,MLB,48,4.041,X18,18,24
cR:X19,cR,MLB,48,5.626,X19,19,24
cR:X20,cR,MLB,48,6.723,X20,20,24
cR:X21,cR,MLB,48,5.411,X21,21,24
cR:X22,cR,MLB,48,5.192,X22,22,24
cR:X23,cR,MLB,48,6.591,X23,23,24
cR:X24,cR,MLB,48,5.378,X24,24,24
cR:X25,cR,MLB,48,5.529,X25,25,24
cR:X26,cR,MLB,48,6.167,X26,26,24
cR:X27,cR,MLB,48,4.691,X27,27,24
cR:X28,cR,MLB,48,5.673,X28,28,24
cR:X29,cR,MLB,48,5.624,X29,29,24
cR:X30,cR,MLB,48,5.455,X30,30,24
cR:X31,cR,MLB,48,5.073,X31,31,24
cR:X32,cR,MLB,48,5.614,X32,32,24
cR:X33,cR,MLB,48,5.821,X33,33,24
cR:X34,cR,MLB,48,6.36,X34,34,24
cR:X35,cR,MLB,48,6.583,X35,35,24
cR:Y3,cR,EMS57,48,9.327,Y3,3,25
cR:Y4,cR,EMS57,48,8.78,Y4,4,25
cR:Y5,cR,EMS57,48,9.269,Y5,5,25
cR:Y6,cR,EMS57,48,9.509,Y6,6,25
cR:Y7,cR,EMS57,48,9.111,Y7,7,25
cR:Y8,cR,EMS57,48,10.092,Y8,8,25
cR:Y9,cR,EMS57,48,8.525,Y9,9,25
cR:Y10,cR,EMS57,48,10.763,Y10,10,25
cR:Y12,cR,EMS57,48,8.57,Y12,12,25
cR:Y13,cR,EMS57,48,8.475,Y13,13,25
cR:Y14,cR,EMS57,48,9.996,Y14,14,25
cR:Y16,cR,EMS57,48,8.31,Y16,16,25
cR:Y17,cR,EMS57,48,10.114,Y17,17,25
cR:Z3,cR,phyAB,48,11.245,Z3,3,26
cR:Z4,cR,phyAB,48,13.355,Z4,4,26
cR:Z5,cR,phyAB,48,13.076,Z5,5,26
cR:Z6,cR,phyAB,48,11.755,Z6,6,26
cR:Z7,cR,phyAB,48,10.901,Z7,7,26
cR:Z8,cR,phyAB,48,12.008,Z8,8,26
cR:Z9,cR,phyAB,48,12.273,Z9,9,26
cR:Z10,cR,phyAB,48,13.247,Z10,10,26
cR:Z11,cR,phyAB,48,13.332,Z11,11,26
cR:Z12,cR,phyAB,48,11.324,Z12,12,26
cR:Z13,cR,phyAB,48,13.54,Z13,13,26
cR:Z14,cR,phyAB,48,12.805,Z14,14,26
cR:Z15,cR,phyAB,48,10.615,Z15,15,26
cR:Z16,cR,phyAB,48,12.972,Z16,16,26
cR:Z17,cR,phyAB,48,14.174,Z17,17,26
cR:Z18,cR,phyAB,48,12.125,Z18,18,26
cR:Z19,cR,phyAB,48,12.452,Z19,19,26
cR:Z20,cR,phyAB,48,12.797,Z20,20,26
cR:Z21,cR,phyAB,48,11.287,Z21,21,26
cR:Z22,cR,phyAB,48,11.086,Z22,22,26
cR:Z23,cR,phyAB,48,10.455,Z23,23,26
cR:Z24,cR,phyAB,48,11.107,Z24,24,26
cR:Z25,cR,phyAB,48,11.725,Z25,25,26
cR:Z26,cR,phyAB,48,12.757,Z26,26,26
cR:Z27,cR,phyAB,48,12.465,Z27,27,26
cR:Z28,cR,phyAB,48,12.088,Z28,28,26
cR:Z29,cR,phyAB,48,10.644,Z29,29,26
cR:Z30,cR,phyAB,48,12.292,Z30,30,26
cR:Z31,cR,phyAB,48,10.621,Z31,31,26
cR:Z32,cR,phyAB,48,9.138,Z32,32,26
cR:Z33,cR,phyAB,48,11.531,Z33,33,26
cR:Z34,cR,phyAB,48,10.86,Z34,34,26
cR:AA3,cR,Col-0,60,7.131,AA3,3,27
cR:AA4,cR,Col-0,60,6.656,AA4,4,27
cR:AA5,cR,Col-0,60,5.193,AA5,5,27
cR:AA6,cR,Col-0,60,6.953,AA6,6,27
cR:AA7,cR,Col-0,60,6.163,AA7,7,27
cR:AA8,cR,Col-0,60,4.731,AA8,8,27
cR:AA9,cR,Col-0,60,7.571,AA9,9,27
cR:AA10,cR,Col-0,60,6.421,AA10,10,27
cR:AA11,cR,Col-0,60,5.546,AA11,11,27
cR:AA12,cR,Col-0,60,5.484,AA12,12,27
cR:AA13,cR,Col-0,60,5.829,AA13,13,27
cR:AA14,cR,Col-0,60,5.167,AA14,14,27
cR:AA15,cR,Col-0,60,6.635,AA15,15,27
cR:AA16,cR,Col-0,60,6.135,AA16,16,27
cR:AA17,cR,Col-0,60,5.706,AA17,17,27
cR:AA18,cR,Col-0,60,6.085,AA18,18,27
cR:AA19,cR,Col-0,60,6.476,AA19,19,27
cR:AA20,cR,Col-0,60,7.164,AA20,20,27
cR:AA21,cR,Col-0,60,6.18,AA21,21,27
cR:AA22,cR,Col-0,60,7.438,AA22,22,27
cR:AA23,cR,Col-0,60,7.328,AA23,23,27
cR:AA24,cR,Col-0,60,8.458,AA24,24,27
cR:AA25,cR,Col-0,60,7.234,AA25,25,27
cR:AA26,cR,Col-0,60,7.848,AA26,26,27
cR:AA27,cR,Col-0,60,8.392,AA27,27,27
cR:AA28,cR,Col-0,60,7.884,AA28,28,27
cR:AA29,cR,Col-0,60,7.006,AA29,29,27
cR:AA30,cR,Col-0,60,6.734,AA30,30,27
cR:AA31,cR,Col-0,60,7.817,AA31,31,27
cR:AA32,cR,Col-0,60,6.131,AA32,32,27
cR:AA33,cR,Col-0,60,6.097,AA33,33,27
cR:AA34,cR,Col-0,60,6.86,AA34,34,27
cR:AB4,cR,hy5,60,12.814,AB4,4,28
cR:AB5,cR,hy5,60,14.825,AB5,5,28
cR:AB6,cR,hy5,60,11.35,AB6,6,28
cR:AB7,cR,hy5,60,11.007,AB7,7,28
cR:AB8,cR,hy5,60,11.64,AB8,8,28
cR:AB9,cR,hy5,60,11.869,AB9,9,28
cR:AB10,cR,hy5,60,9.501,AB10,10,28
cR:AB11,cR,hy5,60,12.787,AB11,11,28
cR:AB12,cR,hy5,60,12.114,AB12,12,28
cR:AB13,cR,hy5,60,13.404,AB13,13,28
cR:AB14,cR,hy5,60,10.37,AB14,14,28
cR:AB16,cR,hy5,60,10.952,AB16,16,28
cR:AB17,cR,hy5,60,11.391,AB17,17,28
cR:AB18,cR,hy5,60,10.611,AB18,18,28
cR:AB19,cR,hy5,60,11.736,AB19,19,28
cR:AB20,cR,hy5,60,12.242,AB20,20,28
cR:AB21,cR,hy5,60,10.869,AB21,21,28
cR:AB22,cR,hy5,60,10.044,AB22,22,28
cR:AB23,cR,hy5,60,9.044,AB23,23,28
cR:AB24,cR,hy5,60,12.609,AB24,24,28
cR:AB25,cR,hy5,60,11.446,AB25,25,28
cR:AB26,cR,hy5,60,11.288,AB26,26,28
cR:AB27,cR,hy5,60,11.947,AB27,27,28
cR:AB28,cR,hy5,60,10.5,AB28,28,28
cR:AC3,cR,MLB,60,5.708,AC3,3,29
cR:AC4,cR,MLB,60,6.617,AC4,4,29
cR:AC5,cR,MLB,60,6.207,AC5,5,29
cR:AC6,cR,MLB,60,7.716,AC6,6,29
cR:AC7,cR,MLB,60,6.069,AC7,7,29
cR:AC8,cR,MLB,60,7.49,AC8,8,29
cR:AC9,cR,MLB,60,7.711,AC9,9,29
cR:AC10,cR,MLB,60,6.556,AC10,10,29
cR:AC11,cR,MLB,60,6.36,AC11,11,29
cR:AC12,cR,MLB,60,5.681,AC12,12,29
cR:AC13,cR,MLB,60,5.79,AC13,13,29
cR:AC14,cR,MLB,60,7.339,AC14,14,29
cR:AC15,cR,MLB,60,6.556,AC15,15,29
cR:AC16,cR,MLB,60,6.189,AC16,16,29
cR:AC17,cR,MLB,60,7.104,AC17,17,29
cR:AC18,cR,MLB,60,5.396,AC18,18,29
cR:AC19,cR,MLB,60,7.381,AC19,19,29
cR:AC20,cR,MLB,60,6.908,AC20,20,29
cR:AC21,cR,MLB,60,6.721,AC21,21,29
cR:AC22,cR,MLB,60,6.129,AC22,22,29
cR:AC23,cR,MLB,60,5.074,AC23,23,29
cR:AC24,cR,MLB,60,5.438,AC24,24,29
cR:AC25,cR,MLB,60,4.76,AC25,25,29
cR:AC26,cR,MLB,60,5.802,AC26,26,29
cR:AC27,cR,MLB,60,6.29,AC27,27,29
cR:AC28,cR,MLB,60,7.242,AC28,28,29
cR:AC29,cR,MLB,60,7.034,AC29,29,29
cR:AC30,cR,MLB,60,4.993,AC30,30,29
cR:AC31,cR,MLB,60,5.912,AC31,31,29
cR:AC32,cR,MLB,60,5.853,AC32,32,29
cR:AC33,cR,MLB,60,6.296,AC33,33,29
cR:AD3,cR,EMS57,60,9.323,AD3,3,30
cR:AD4,cR,EMS57,60,10.366,AD4,4,30
cR:AD5,cR,EMS57,60,10.079,AD5,5,30
cR:AD6,cR,EMS57,60,9.298,AD6,6,30
cR:AD7,cR,EMS57,60,10.416,AD7,7,30
cR:AD8,cR,EMS57,60,9.789,AD8,8,30
cR:AD9,cR,EMS57,60,11.506,AD9,9,30
cR:AD10,cR,EMS57,60,10.652,AD10,10,30
cR:AD11,cR,EMS57,60,10.328,AD11,11,30
cR:AD12,cR,EMS57,60,11.085,AD12,12,30
cR:AD13,cR,EMS57,60,10.172,AD13,13,30
cR:AD14,cR,EMS57,60,10.258,AD14,14,30
cR:AD15,cR,EMS57,60,11.247,AD15,15,30
cR:AD16,cR,EMS57,60,9.34,AD16,16,30
cR:AE3,cR,phyAB,60,14.437,AE3,3,31
cR:AE4,cR,phyAB,60,13.193,AE4,4,31
cR:AE5,cR,phyAB,60,14.733,AE5,5,31
cR:AE6,cR,phyAB,60,14.422,AE6,6,31
cR:AE7,cR,phyAB,60,13.708,AE7,7,31
cR:AE8,cR,phyAB,60,11.917,AE8,8,31
cR:AE9,cR,phyAB,60,13.456,AE9,9,31
cR:AE10,cR,phyAB,60,12.546,AE10,10,31
cR:AE11,cR,phyAB,60,12.106,AE11,11,31
cR:AE12,cR,phyAB,60,15.141,AE12,12,31
cR:AE13,cR,phyAB,60,12.089,AE13,13,31
cR:AE14,cR,phyAB,60,13.01,AE14,14,31
cR:AE15,cR,phyAB,60,13.376,AE15,15,31
cR:AE16,cR,phyAB,60,12.711,AE16,16,31
cR:AE17,cR,phyAB,60,11.848,AE17,17,31
cR:AE18,cR,phyAB,60,12.904,AE18,18,31
cR:AE19,cR,phyAB,60,14.49,AE19,19,31
cR:AE20,cR,phyAB,60,14.905,AE20,20,31
cR:AE21,cR,phyAB,60,13.294,AE21,21,31
cR:AE22,cR,phyAB,60,15.158,AE22,22,31
cR:AE23,cR,phyAB,60,13.226,AE23,23,31
cR:AE24,cR,phyAB,60,13.012,AE24,24,31
cR:AE25,cR,phyAB,60,13.144,AE25,25,31
cR:AE26,cR,phyAB,60,12.266,AE26,26,31
cR:AE27,cR,phyAB,60,13.959,AE27,27,31
cR:AF3,cR,Col-0,72,8.057,AF3,3,32
cR:AF4,cR,Col-0,72,5.839,AF4,4,32
cR:AF5,cR,Col-0,72,7.102,AF5,5,32
cR:AF6,cR,Col-0,72,6.779,AF6,6,32
cR:AF7,cR,Col-0,72,6.612,AF7,7,32
cR:AF8,cR,Col-0,72,6.657,AF8,8,32
cR:AF9,cR,Col-0,72,6.523,AF9,9,32
cR:AF10,cR,Col-0,72,7.835,AF10,10,32
cR:AF11,cR,Col-0,72,8.112,AF11,11,32
cR:AF12,cR,Col-0,72,7.487,AF12,12,32
cR:AF13,cR,Col-0,72,7.015,AF13,13,32
cR:AF14,cR,Col-0,72,7.39,AF14,14,32
cR:AF15,cR,Col-0,72,5.022,AF15,15,32
cR:AF16,cR,Col-0,72,7.05,AF16,16,32
cR:AF17,cR,Col-0,72,7.156,AF17,17,32
cR:AF18,cR,Col-0,72,6.042,AF18,18,32
cR:AF19,cR,Col-0,72,6.658,AF19,19,32
cR:AF20,cR,Col-0,72,7.043,AF20,20,32
cR:AF21,cR,Col-0,72,6.406,AF21,21,32
cR:AF22,cR,Col-0,72,8.142,AF22,22,32
cR:AF23,cR,Col-0,72,6.449,AF23,23,32
cR:AF24,cR,Col-0,72,7.714,AF24,24,32
cR:AF25,cR,Col-0,72,7.844,AF25,25,32
cR:AF26,cR,Col-0,72,5.883,AF26,26,32
cR:AF27,cR,Col-0,72,7.274,AF27,27,32
cR:AF28,cR,Col-0,72,7.251,AF28,28,32
cR:AF29,cR,Col-0,72,8.758,AF29,29,32
cR:AF30,cR,Col-0,72,7.751,AF30,30,32
cR:AF31,cR,Col-0,72,8.096,AF31,31,32
cR:AF32,cR,Col-0,72,7.145,AF32,32,32
cR:AF33,cR,Col-0,72,7.104,AF33,33,32
cR:AF34,cR,Col-0,72,4.771,AF34,34,32
cR:AG3,cR,hy5,72,11.473,AG3,3,33
cR:AG4,cR,hy5,72,12.752,AG4,4,33
cR:AG5,cR,hy5,72,13.089,AG5,5,33
cR:AG6,cR,hy5,72,12.418,AG6,6,33
cR:AG7,cR,hy5,72,11.611,AG7,7,33
cR:AG8,cR,hy5,72,11.494,AG8,8,33
cR:AG9,cR,hy5,72,10.958,AG9,9,33
cR:AG10,cR,hy5,72,13.195,AG10,10,33
cR:AG11,cR,hy5,72,11.572,AG11,11,33
cR:AG13,cR,hy5,72,12.327,AG13,13,33
cR:AG14,cR,hy5,72,12.778,AG14,14,33
cR:AG15,cR,hy5,72,12.623,AG15,15,33
cR:AG16,cR,hy5,72,11.676,AG16,16,33
cR:AG17,cR,hy5,72,12.615,AG17,17,33
cR:AG18,cR,hy5,72,11.481,AG18,18,33
cR:AG19,cR,hy5,72,10.898,AG19,19,33
cR:AG20,cR,hy5,72,14.193,AG20,20,33
cR:AG22,cR,hy5,72,11.872,AG22,22,33
cR:AG23,cR,hy5,72,11.733,AG23,23,33
cR:AG24,cR,hy5,72,13.619,AG24,24,33
cR:AG25,cR,hy5,72,12.972,AG25,25,33
cR:AG26,cR,hy5,72,13.178,AG26,26,33
cR:AG28,cR,hy5,72,12.254,AG28,28,33
cR:AH3,cR,MLB,72,5.205,AH3,3,34
cR:AH4,cR,MLB,72,6.072,AH4,4,34
cR:AH5,cR,MLB,72,7.356,AH5,5,34
cR:AH6,cR,MLB,72,7.389,AH6,6,34
cR:AH7,cR,MLB,72,5.532,AH7,7,34
cR:AH8,cR,MLB,72,8.055,AH8,8,34
cR:AH9,cR,MLB,72,7.43,AH9,9,34
cR:AH10,cR,MLB,72,6.208,AH10,10,34
cR:AH11,cR,MLB,72,7.982,AH11,11,34
cR:AH12,cR,MLB,72,6.792,AH12,12,34
cR:AH13,cR,MLB,72,5.71,AH13,13,34
cR:AH14,cR,MLB,72,5.367,AH14,14,34
cR:AH15,cR,MLB,72,6.53,AH15,15,34
cR:AH16,cR,MLB,72,5.933,AH16,16,34
cR:AH17,cR,MLB,72,6.556,AH17,17,34
cR:AH18,cR,MLB,72,7.537,AH18,18,34
cR:AH19,cR,MLB,72,6.931,AH19,19,34
cR:AH20,cR,MLB,72,9.404,AH20,20,34
cR:AH21,cR,MLB,72,7.22,AH21,21,34
cR:AH22,cR,MLB,72,6.498,AH22,22,34
cR:AH23,cR,MLB,72,7.587,AH23,23,34
cR:AH24,cR,MLB,72,7.015,AH24,24,34
cR:AH25,cR,MLB,72,7.312,AH25,25,34
cR:AH26,cR,MLB,72,7.894,AH26,26,34
cR:AH27,cR,MLB,72,7.184,AH27,27,34
cR:AH28,cR,MLB,72,4.524,AH28,28,34
cR:AH29,cR,MLB,72,6.418,AH29,29,34
cR:AH30,cR,MLB,72,7.776,AH30,30,34
cR:AH31,cR,MLB,72,6.872,AH31,31,34
cR:AH32,cR,MLB,72,6.503,AH32,32,34
cR:AH33,cR,MLB,72,6.239,AH33,33,34
cR:AH34,cR,MLB,72,6.415,AH34,34,34
cR:AH35,cR,MLB,72,4.931,AH35,35,34
cR:AI4,cR,EMS57,72,13.056,AI4,4,35
cR:AI5,cR,EMS57,72,12.721,AI5,5,35
cR:AI6,cR,EMS57,72,12.862,AI6,6,35
cR:AI7,cR,EMS57,72,9.504,AI7,7,35
cR:AI8,cR,EMS57,72,10.637,AI8,8,35
cR:AI9,cR,EMS57,72,12.388,AI9,9,35
cR:AI10,cR,EMS57,72,10.646,AI10,10,35
cR:AI11,cR,EMS57,72,10.32,AI11,11,35
cR:AI12,cR,EMS57,72,10.488,AI12,12,35
cR:AI13,cR,EMS57,72,12.17,AI13,13,35
cR:AI14,cR,EMS57,72,9.288,AI14,14,35
cR:AI15,cR,EMS57,72,9.788,AI15,15,35
cR:AI16,cR,EMS57,72,11.917,AI16,16,35
cR:AJ3,cR,phyAB,72,14.853,AJ3,3,36
cR:AJ4,cR,phyAB,72,15.01,AJ4,4,36
cR:AJ5,cR,phyAB,72,15.48,AJ5,5,36
cR:AJ6,cR,phyAB,72,13.415,AJ6,6,36
cR:AJ7,cR,phyAB,72,13.683,AJ7,7,36
cR:AJ8,cR,phyAB,72,14.059,AJ8,8,36
cR:AJ9,cR,phyAB,72,14.764,AJ9,9,36
cR:AJ10,cR,phyAB,72,15.673,AJ10,10,36
cR:AJ11,cR,phyAB,72,13.75,AJ11,11,36
cR:AJ12,cR,phyAB,72,15.61,AJ12,12,36
cR:AJ13,cR,phyAB,72,15.876,AJ13,13,36
cR:AJ14,cR,phyAB,72,15.727,AJ14,14,36
cR:AJ15,cR,phyAB,72,15.452,AJ15,15,36
cR:AJ16,cR,phyAB,72,15.053,AJ16,16,36
cR:AJ17,cR,phyAB,72,12.987,AJ17,17,36
cR:AJ18,cR,phyAB,72,15.568,AJ18,18,36
cR:AJ19,cR,phyAB,72,15.54,AJ19,19,36
cR:AJ20,cR,phyAB,72,14.543,AJ20,20,36
cR:AJ21,cR,phyAB,72,16.018,AJ21,21,36
cR:AJ22,cR,phyAB,72,15.309,AJ22,22,36
cR:AJ23,cR,phyAB,72,14.638,AJ23,23,36
cR:AJ24,cR,phyAB,72,14.53,AJ24,24,36
cR:AJ25,cR,phyAB,72,15.824,AJ25,25,36
cR:AJ26,cR,phyAB,72,13.666,AJ26,26,36
cR:AJ27,cR,phyAB,72,14.208,AJ27,27,36
cR:AJ28,cR,phyAB,72,14.118,AJ28,28,36
cR:AJ29,cR,phyAB,72,15.396,AJ29,29,36
cR:AJ30,cR,phyAB,72,15.473,AJ30,30,36
cR:AJ31,cR,phyAB,72,14.446,AJ31,31,36
cR:AJ32,cR,phyAB,72,15.587,AJ32,32,36
cR:AJ33,cR,phyAB,72,14.8,AJ33,33,36
cR:AJ34,cR,phyAB,72,15.06,AJ34,34,36
cR:AJ35,cR,phyAB,72,16.762,AJ35,35,36
